,Unnamed: 0,r_index,book_id,authors,original_title,image_url,average_rating,ratings_count,genre,cleaned_desc
740,740,756,6644117,Julie Kagawa,"The Iron King (The Iron Fey, #1) ",https://images.gr-assets.com/books/1327877670l/6644117.jpg,3.92,158063,"romance, paranormal",meghan chase secret destinyone could never imagined something always felt slightly meghan s life ever since father disappeared eyes six never quite fit schoolor home dark stranger begins watching afar prankster best friend becomes strangely protective her meghan senses everything known change could never guessed truththat daughter mythical faery king pawn deadly war meghan learn far she ll go save someone cares about stop mysterious evil faery creature dare faceand find love young prince might rather see dead let touch icy heart
741,741,757,256008,Larry McMurtry,Lonesome Dove,https://images.gr-assets.com/books/1378573063l/256008.jpg,4.47,111498,"fiction, classics",chronicles cattle drive nineteenth century texas montana follows lives gus call cowboys heading drive gus s woman lorena blue duck sinister indian renegade
742,742,758,32145,Mary Roach,Stiff: The Curious Lives of Human Cadavers,https://images.gr-assets.com/books/1347656489l/32145.jpg,4.05,122502,"nonfiction, science",look inside world forensics examines use human cadavers wide range endeavors including research new surgical procedures space exploration tennessee human decay research facility
743,743,759,8709527,Richelle Mead,Bloodlines,https://images.gr-assets.com/books/1297199431l/8709527.jpg,4.22,140599,"fantasy, paranormal",first installment long anticipated spin off series internationally best selling author vampire academy novels introduces new set characters presented viewpoint sydney inhibited girl endeavors overcome fears 500 000 first printing
744,744,760,9532,Orson Scott Card,Ender's Shadow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424904668l/9532.jpg,4.3,115521,"fiction, fantasy",novel launched bestselling ender s shadow series human race war buggers insect like alien race earth prepares defend total destruction hands inscrutable enemy focus development military geniuses fight war win long distances interstellar space given hope defenders earth they time train future commanders childhood forging irresistible force high orbital facility called battle school andrew ender wiggin child battle school best best ender s shadow card tells story another precocious generals one called bean the one became ender s right hand part team final battle buggers bean s past battle survive success brought attention battle school s recruiters people scouring planet leaders tacticians generals save earth threat alien invasion bean sent orbit battle school met ender ender universe ender series enders game ender exile speaker dead xenocide children mind enders shadow series enders shadow shadow hegemon shadow puppets shadow giant shadows flight children fleet first formic war with aaron johnston earth unaware earth afire earth awakens second formic war with aaron johnston swarm the hive ender novellas war gifts first meetings
745,745,761,6063187,Sophie Kinsella,Twenties Girl,https://images.gr-assets.com/books/1320544759l/6063187.jpg,3.82,119105,"romance, fiction",entreated bossy ghost great aunt track missing necklace lara lington finds search challenged floundering start up business best friend s defection unfaithful boyfriend best selling author shopaholic series 400 000 first printing
746,746,762,375013,Thomas Keneally,Schindler's Ark,https://images.gr-assets.com/books/1348163457l/375013.jpg,4.34,108338,"history, classics",based life oskar schindler
747,747,763,11337,Toni Morrison,The Bluest Eye,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388208495l/11337.jpg,3.99,109944,"fiction, classics",story pecola breedlove profiles eleven year old african american girl growing america values blue eyed blondes tragedy results longing accepted
748,748,764,5971165,Philippa Gregory,The White Queen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439412993l/5971165._SX318_.jpg,3.9,119739,"fiction, history",tale wars roses follows elizabeth woodville ascends royalty fights well being family including two sons whose imprisonment tower london precedes devastating unsolved mystery
749,749,765,92057,"Malcolm X, Alex Haley",The Autobiography of Malcolm X,https://images.gr-assets.com/books/1434682864l/92057.jpg,4.29,124805,"biography, history",black leader discusses political philosophy reveals details life shedding light ideas enabled gain allegiance still growing percentage black population
750,750,766,23754,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",Preludes & Nocturnes,https://images.gr-assets.com/books/1411609637l/23754.jpg,4.3,122540,"comics, fantasy",the sandman groundbreaking award winning series told dark tragic tale morpheus king dreams fascinating mythology horror consequence epic masterfully combined intriguing literature captivating art sandman companion exhaustive guide legend revealing hitherto undisclosed information behind the scenes secrets book features in depth interviews never before seen illustrations character origins story explanations analysis also including excerpts original proposal series handbook perfect complement sandman graphic novels publisher description
751,751,767,110737,Laura Hillenbrand,Seabiscuit,https://images.gr-assets.com/books/1171644213l/110737.jpg,4.2,111497,"nonfiction, history",author retraces amazing journey seabiscuit horse crooked legs pathetic tail nevertheless made racing history 1938 thanks efforts trainer owner jockey transformed bottom level racehorse legend reader s guide included reprint
752,752,768,21686,Dennis Lehane,Shutter Island,https://images.gr-assets.com/books/1329269081l/21686.jpg,4.07,113718,"mystery, fiction",year 1954 u s marshal teddy daniels new partner chuck aule come shutter island home ashecliffe hospital criminally insane investigate disappearance patient multiple murderess rachel solando loose somewhere remote barren island despite kept locked cell constant surveillance killer hurricane relentlessly bears them strange case takes even darker sinister shadeswith hints radical experimentation horrifying surgeries lethal countermoves made cause covert shadow war one going escape shutter island unscathed nothing ashecliffe hospital seems neither teddy daniels
753,753,769,188572,Arthur Conan Doyle,The Complete Sherlock Holmes,https://images.gr-assets.com/books/1465539139l/188572.jpg,4.5,109754,"classics, mystery",presents four novels fifty six short stories comprise entire sherlock holmes saga
754,754,770,13006,"William Shakespeare, Roma Gill",The Tragedy of Julius Caesar,https://images.gr-assets.com/books/1354574927l/13006.jpg,3.65,119933,"classics, fiction",tragedy julius caesarwilliam shakespeare roma gill
755,755,771,9938498,Erik Larson,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",https://images.gr-assets.com/books/1327864303l/9938498.jpg,3.81,110481,"history, nonfiction",documents efforts first american ambassador hitler s germany william e dodd acclimate residence increasingly violent city forced associate nazis daughter pursues relationship gestapochief rudolf diels
756,756,772,30289,"Plato, Desmond Lee",Πολιτεία,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925655l/30289.jpg,3.9,110274,"philosophy, classics",model ideal state includes discussion nature application justice role philosopher society goals education effects art upon character
757,757,773,47021,William Shakespeare,The Taming of the Shrew,https://images.gr-assets.com/books/1327935253l/47021.jpg,3.81,126318,"classics, fiction",comedy petruchio s determination subdue irascible katherine make wife
758,758,774,13206828,Marissa Meyer,Cress,https://images.gr-assets.com/books/1470057005l/13206828.jpg,4.46,162069,"fantasy, romance",working overthrow queen levana fugitive cinder companions search rapunzel like hacker cress trapped satellite since childhood received orders levana foil cinder s efforts best selling author scarlet
759,759,775,341879,Patti Smith,Just Kids,https://images.gr-assets.com/books/1259762407l/341879.jpg,4.14,106542,"memoir, music",kidspatti smith
760,760,777,227941,Jane Green,Jemima J,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388207990l/227941.jpg,3.62,101436,"romance, fiction",plus sized jemima jones struggles weight dating work issues navigates treacherous world dominated thinner women u s debut best selling british novelist reprint 40 000 first printing
761,761,778,30597,"Victor Hugo, Walter J. Cobb",Notre-Dame de Paris,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388342667l/30597.jpg,3.97,119851,"classics, fiction",famed novel set backdrop medieval paris quasimodo hunchbacked bellringer notre dame cathedral struggles save beautiful gypsy dancer esmeralda unjustly executed reissue
762,762,779,5211,Rohinton Mistry,A Fine Balance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551173390l/5211._SY475_.jpg,4.34,99252,"fiction, contemporary",india mid 1970s state internal emergency declared four different people a widowed seamstress student man nephew fled village s caste violence find lives becoming inextricably intertwined
763,763,780,77727,"Bill Watterson, G.B. Trudeau",Calvin and Hobbes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441227694l/77727._SX318_.jpg,4.61,117788,"comics, fiction",online gocomics com calvinandhobbes
764,764,781,24765,Scott Westerfeld,Specials,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390340887l/24765.jpg,3.77,139168,"fantasy, fiction",special circumstances words sent chills tally s spine since days repellent rebellious ugly back specials sinister rumor frighteningly beautiful dangerously strong breathtakingly fast ordinary pretties might live whole lives without meeting special tally s never ordinary now third book series tally s turned special superamped fighting machine engineered keep uglies pretties stupid strength speed clarity focus thinking feel better anything tally remember time one tiny corner heart still remembers something more still easy tune tally s offered chance stamp rebels new smoke permanently comes one last choice listen tiny faint heartbeat carry mission programmed complete either way tally s world never same
